,fluxes,ec-code,kcat_MW,E,equ
ADK2_reverse,0.0034949661735688333,,6036.736399895987,5.789496082070192e-07,adp_c + dadp_c --> atp_c + damp_c
ADK3_reverse,0.0,,1221822.4454202985,0.0,adp_c + gdp_c --> amp_c + gtp_c
ADK4_reverse,0.0,,1221822.4454202985,0.0,adp_c + idp_c --> amp_c + itp_c
CYTK1_reverse,0.0,,13605.910892352918,0.0,adp_c + cdp_c --> atp_c + cmp_c
CYTK2_reverse,0.004069666286487424,,13605.910892352918,2.9911016753569535e-07,adp_c + dcdp_c --> atp_c + dcmp_c
DGK1_reverse,0.004069666286487424,,50083.05134712013,8.125835341543018e-08,adp_c + dgdp_c --> atp_c + dgmp_c
DTMPK_reverse,0.0,,478.0633244986641,0.0,adp_c + dtdp_c --> atp_c + dtmp_c
GK1_reverse,0.0,,50083.05134712013,0.0,adp_c + gdp_c --> atp_c + gmp_c
NDPK1_reverse,0.0,,11849.546901733302,0.0,adp_c + gtp_c --> atp_c + gdp_c
NDPK2_reverse,0.0,,11849.546901733302,0.0,adp_c + utp_c --> atp_c + udp_c
NDPK3_reverse,0.0,,11849.546901733302,0.0,adp_c + ctp_c --> atp_c + cdp_c
NDPK4_reverse,0.0,,11849.546901733302,0.0,adp_c + dttp_c --> atp_c + dtdp_c
NDPK5_reverse,0.0,,11849.546901733302,0.0,adp_c + dgtp_c --> atp_c + dgdp_c
NDPK6_reverse,0.0,,11849.546901733302,0.0,adp_c + dutp_c --> atp_c + dudp_c
NDPK7_reverse,0.0,,11849.546901733302,0.0,adp_c + dctp_c --> atp_c + dcdp_c
NDPK8_reverse,0.0,,11849.546901733302,0.0,adp_c + datp_c --> atp_c + dadp_c
NNATr_reverse,0.0,,2069.93609438453,0.0,dnad_c + ppi_c --> atp_c + h_c + nicrnt_c
UMPK_reverse,0.0,,3380.0698326246693,0.0,adp_c + udp_c --> atp_c + ump_c
URIDK2r_reverse,0.0034949661735688333,,478.0633244986641,7.310676210591846e-06,adp_c + dudp_c --> atp_c + dump_c
ATPS4rpp_reverse,0.0,,820.5123656438421,0.0,atp_c + h2o_c + 3.0 h_c --> adp_c + 4.0 h_e + pi_c
PPKr_reverse,1.0464317462459263,,,,adp_c + ppi_c --> atp_c + pi_c
G6PDH2r_reverse,0.0,,83424.51583828646,0.0,6pgl_c + h_c + nadph_c --> g6p_c + nadp_c
RPE_reverse,0.0,,200959.8874637581,0.0,xu5p__D_c --> ru5p__D_c
RPI_reverse,1.3266186181327884,,514815.209001565,2.5768831124970817e-06,ru5p__D_c --> r5p_c
TALA_reverse,0.0,,14523.478550228352,0.0,e4p_c + f6p_c --> g3p_c + s7p_c
TKT1_reverse,0.0,,1604014.5580531184,0.0,g3p_c + s7p_c --> r5p_c + xu5p__D_c
TKT2_reverse,0.0,,14523.478550228352,0.0,f6p_c + g3p_c --> e4p_c + xu5p__D_c
ADSL1r_reverse,0.0,,8498.443989841811,0.0,amp_c + fum_c --> dcamp_c
ADSL2r_reverse,0.0,,8498.443989841811,0.0,aicar_c + fum_c --> 25aics_c
AICART_reverse,0.0,,346.27653494149104,0.0,fprica_c + thf_c --> 10fthf_c + aicar_c
AIRC3_reverse,0.12049510675970429,,3130.460035186586,3.849118193662625e-05,5caiz_c --> 5aizc_c
DHORTS_reverse,0.06278428715282998,,6835.273502196256,9.185336494970776e-06,cbasp_c + h_c --> dhor__S_c + h2o_c
GARFT_reverse,0.0,,208.33877939711292,0.0,fgam_c + h_c + thf_c --> 10fthf_c + gar_c
IMPC_reverse,0.15338365007829746,,,,fprica_c --> h2o_c + imp_c
ORPT_reverse,0.06278428715282998,,24310.87448791853,2.5825597998965895e-06,orot_c + prpp_c --> orot5p_c + ppi_c
PRAGSr_reverse,0.0,,16810.882661385225,0.0,adp_c + gar_c + h_c + pi_c --> atp_c + gly_c + pram_c
ACALD_reverse,0.0,,817.0446351554058,0.0,accoa_c + h_c + nadh_c --> acald_c + coa_c + nad_c
ACKr_reverse,0.0,,20651.241058588177,0.0,actp_c + adp_c --> ac_c + atp_c
ALCD2x_reverse_num1,0.0,,28643.28538787652,0.0,acald_c + h_c + nadh_c --> etoh_c + nad_c
LDH_D_reverse,0.0,,68936.04759391598,0.0,h_c + nadh_c + pyr_c --> lac__D_c + nad_c
PTAr_reverse,2.721569694477607,,37429.846902369514,7.271121630757503e-05,actp_c + coa_c --> accoa_c + pi_c
ASAD_reverse,0.3763521754267652,,8504.951071366677,4.425095127164423e-05,4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c
ASPK_reverse,0.0,,540.9766497763867,0.0,4pasp_c + adp_c --> asp__L_c + atp_c
DAPE_reverse,0.0,,4418.914836632509,0.0,26dap__M_c --> 26dap_LL_c
HSDy_reverse,0.26347090279907104,,2542.6424029473505,0.00010362090339312516,aspsa_c + h_c + nadph_c --> hom__L_c + nadp_c
SDPTA_reverse,0.0,,1949.3168723931824,0.0,glu__L_c + sl2a6o_c --> akg_c + sl26da_c
26DAHtex_reverse,0.0,,,,26dap__M_c --> 26dap__M_e
3AMPtex_reverse,0.0,,,,3amp_c --> 3amp_e
3CMPtex_reverse,0.0,,,,3cmp_c --> 3cmp_e
3GMPtex_reverse,0.0,,,,3gmp_c --> 3gmp_e
3UMPtex_reverse,0.0,,,,3ump_c --> 3ump_e
ABUTtex_reverse,0.0,,891004.5400122495,0.0,4abut_c --> 4abut_e
ACALDtpp_reverse,0.0,,,,acald_c --> acald_e
ACGAM1Ptex_reverse,0.0,,,,acgam1p_c --> acgam1p_e
ACGAtex_reverse,0.0,,,,acgam_c --> acgam_e
ACMANAtex_reverse,0.0,,,,acmana_c --> acmana_e
ACSERtex_reverse,0.0,,,,acser_c --> acser_e
ACt2rpp_reverse,0.0,,465108.8521233754,0.0,ac_c + h_c --> ac_e + h_e
ADEt2rpp_reverse,0.0,,,,ade_c + h_c --> ade_e + h_e
ADNt2rpp_reverse,0.0,,,,adn_c + h_c --> adn_e + h_e
AKGt2rpp_reverse,0.0,,,,akg_c + h_c --> akg_e + h_e
ALAALAtex_reverse,0.0,,,,alaala_c --> alaala_e
ALAtex_reverse,0.0,,,,ala__L_c --> ala__L_e
AMPtex_reverse,0.0,,,,amp_c --> amp_e
ARGORNt7pp_reverse,0.0,,496663.9825577177,0.0,arg__L_c + orn_e --> arg__L_e + orn_c
ASNt2rpp_reverse,0.0,,,,asn__L_c + h_c --> asn__L_e + h_e
BALAtex_reverse,0.0,,,,ala_B_c --> ala_B_e
BCCPE_reverse,0.0,,,,adp_c + btnco2_c + h_c + pi_c --> atp_c + bccp_e + hco3_c
CGLYtex_reverse,0.0,,,,cgly_c --> cgly_e
CITtex_reverse,0.0,,,,cit_c --> cit_e
CRNDt2rpp_reverse,0.0,,,,crn__D_c + h_c --> crn__D_e + h_e
CRNt2rpp_reverse,0.0,,,,crn_c + h_c --> crn_e + h_e
CTBTt2rpp_reverse,0.0,,490755.8299954026,0.0,ctbt_c + h_c --> ctbt_e + h_e
CUtex_reverse,0.0,,,,cu_c --> cu_e
CYANtex_reverse,0.0,,,,cyan_c --> cyan_e
CYTDt2rpp_reverse,0.0,,,,cytd_c + h_c --> cytd_e + h_e
DADNtex_reverse,0.0,,,,dad_2_c --> dad_2_e
DALAtex_reverse,0.0,,,,ala__D_c --> ala__D_e
DAMPtex_reverse,0.0,,,,damp_c --> damp_e
DCMPtex_reverse,0.0,,,,dcmp_c --> dcmp_e
DCYTtex_reverse,0.0,,,,dcyt_c --> dcyt_e
DGMPtex_reverse,0.0,,,,dgmp_c --> dgmp_e
DGSNtex_reverse,0.0,,,,dgsn_c --> dgsn_e
DHAtpp_reverse,0.0,,,,dha_c --> dha_e
DIMPtex_reverse,0.0,,,,dimp_c --> dimp_e
DINStex_reverse,0.0,,,,din_c --> din_e
D_LACt2pp_reverse,0.0,,,,h_c + lac__D_c --> h_e + lac__D_e
DMSOtex_reverse,0.0,,,,dmso_c --> dmso_e
DMStex_reverse,0.0,,,,dms_c --> dms_e
DTMPtex_reverse,0.0,,,,dtmp_c --> dtmp_e
DUMPtex_reverse,0.0,,,,dump_c --> dump_e
DURItex_reverse,0.0,,,,duri_c --> duri_e
ETHAtex_reverse,0.0,,,,etha_c --> etha_e
ETOHtrpp_reverse,0.0,,,,etoh_c --> etoh_e
EX_BIOTIN_reverse,1.0621280068639398e-06,,,, --> btn_e
EX_cl_reverse,0.0150971264914656,,,, --> cl_e
F6Ptex_reverse,0.0,,,,f6p_c --> f6p_e
FE3tex_reverse,0.0,,,,fe3_c --> fe3_e
FRUtex_reverse,0.0,,,,fru_c --> fru_e
FRUURt2rpp_reverse,0.0,,563926.3194020329,0.0,fruur_c + h_c --> fruur_e + h_e
FUMtex_reverse,0.0,,,,fum_c --> fum_e
G1Ptex_reverse,0.0,,,,g1p_c --> g1p_e
G3PEtex_reverse,0.0,,,,g3pe_c --> g3pe_e
G3PGtex_reverse,0.0,,,,g3pg_c --> g3pg_e
G3PItex_reverse,0.0,,,,g3pi_c --> g3pi_e
G3PStex_reverse,0.0,,,,g3ps_c --> g3ps_e
G6Ptex_reverse,0.0,,,,g6p_c --> g6p_e
GAL1Ptex_reverse,0.0,,,,gal1p_c --> gal1p_e
GAMAN6Ptex_reverse,0.0,,,,gam6p_c --> gam6p_e
GAMtex_reverse,0.0,,,,gam_c --> gam_e
GLCNt2rpp_reverse,0.0,,,,glcn_c + h_c --> glcn_e + h_e
GLCUR1Ptex_reverse,0.0,,,,glcur1p_c --> glcur1p_e
GLCURt2rpp_reverse,0.0,,,,glcur_c + h_c --> glcur_e + h_e
GLNt2rpp_reverse,0.0,,,,gln__L_c + h_c --> gln__L_e + h_e
GLUtex_reverse,0.0,,,,glu__L_c --> glu__L_e
GLYALDtpp_reverse,0.0,,,,glyald_c --> glyald_e
GLYC3Ptex_reverse,0.0,,,,glyc3p_c --> glyc3p_e
GLYCAt2rpp_reverse,0.0,,,,glyc__R_c + h_c --> glyc__R_e + h_e
GLYCtpp_reverse,0.0,,,,glyc_e --> glyc_c
GLYtex_reverse,0.0,,,,gly_c --> gly_e
GMPtex_reverse,0.0,,,,gmp_c --> gmp_e
GSNtex_reverse,0.0,,,,gsn_c --> gsn_e
GTHRDtex_reverse,0.0,,,,gthrd_c --> gthrd_e
GUAtpp_reverse,0.0,,,,gua_c --> gua_e
H2Otpp_reverse,24.155814602736232,,,,h2o_c --> h2o_e
H2Stex_reverse,0.0,,,,h2s_c --> h2s_e
H2tpp_reverse,0.0,,,,h2_c --> h2_e
HISt2rpp_reverse,0.0,,,,h_c + his__L_c --> h_e + his__L_e
HOMtex_reverse,0.0,,,,hom__L_c --> hom__L_e
HYXNtpp_reverse,0.0,,,,hxan_c --> hxan_e
ILEt2rpp_reverse,0.0,,594125.1414013705,0.0,h_c + ile__L_c --> h_e + ile__L_e
INDOLEt2rpp_reverse,0.0,,,,h_c + indole_c --> h_e + indole_e
INSt2rpp_reverse,0.07172824769236527,,,,h_c + ins_c --> h_e + ins_e
LEUt2rpp_reverse_num1,0.0,,974488.3763278328,0.0,h_c + leu__L_c --> h_e + leu__L_e
L_LACt2rpp_reverse,0.0,,,,h_c + lac__L_c --> h_e + lac__L_e
LYSt2pp_reverse,0.0,,496663.9825577177,0.0,h_c + lys__L_c --> h_e + lys__L_e
METt2rpp_reverse,1.8027633618952713e-09,,,,h_c + met__L_c --> h_e + met__L_e
NAtex_reverse,0.0,,,,na1_c --> na1_e
NO3tex_reverse,0.0,,545344.2919196744,0.0,no3_c --> no3_e
NOtex_reverse,0.0,,,,no_c --> no_e
O2Stex_reverse,0.0,,,,o2s_c --> o2s_e
PHEt2rpp_reverse,0.0,,,,h_c + phe__L_c --> h_e + phe__L_e
PSERtex_reverse_num1,0.0,,645701.7890818282,0.0,pser__L_c --> pser__L_e
PTRCORNt7pp_reverse,0.0,,,,orn_e + ptrc_c --> orn_c + ptrc_e
PYRt2rpp_reverse,8.819925607997702,,,,h_c + pyr_c --> h_e + pyr_e
THMDt2rpp_reverse,0.0,,,,h_c + thymd_c --> h_e + thymd_e
TRPt2rpp_reverse,0.0,,540633.4746488258,0.0,h_c + trp__L_c --> h_e + trp__L_e
TYRt2rpp_reverse,0.0,,,,h_c + tyr__L_c --> h_e + tyr__L_e
URAt2rpp_reverse_num1,0.0,,528026.6203170414,0.0,h_c + ura_c --> h_e + ura_e
UREAtpp_reverse,0.0,,151539.27768628538,0.0,urea_c --> urea_e
URIt2rpp_reverse,0.0,,,,h_c + uri_c --> h_e + uri_e
VALt2rpp_reverse,0.0,,594125.1414013705,0.0,h_c + val__L_c --> h_e + val__L_e
XANtpp_reverse,0.0,,,,xan_c --> xan_e
XTSNt2rpp_reverse,0.0,,,,h_c + xtsn_c --> h_e + xtsn_e
PHETA1_reverse_num1,0.0,,281.48442220213883,0.0,akg_c + phe__L_c --> glu__L_c + phpyr_c
PSCVT_reverse,0.0,,448.3461217299384,0.0,3psme_c + pi_c --> pep_c + skm5p_c
SHK3Dr_reverse_num1,0.0,,15173.307069516492,0.0,nadp_c + skm_c --> 3dhsk_c + h_c + nadph_c
TYRTA_reverse_num1,0.0,,281.48442220213883,0.0,akg_c + tyr__L_c --> 34hpp_c + glu__L_c
ILETA_reverse,0.0,,1623.816384279494,0.0,akg_c + ile__L_c --> 3mop_c + glu__L_c
IPPMIa_reverse,0.1722959762208434,,155.88016981488258,0.0011053104216235817,2ippm_c + h2o_c --> 3c2hmp_c
IPPMIb_reverse,0.1722959762208434,,155.88016981488258,0.0011053104216235817,3c3hmp_c --> 2ippm_c + h2o_c
KARA1_reverse,0.30660980738798377,,208.79569254486282,0.0014684680687179605,alac__S_c + h_c + nadph_c --> 23dhmb_c + nadp_c
KARA2_reverse,0.0,,208.79569254486282,0.0,23dhmp_c + nadp_c --> 2ahbut_c + h_c + nadph_c
LEUTAi_reverse,0.0,,1623.816384279494,0.0,akg_c + leu__L_c --> 4mop_c + glu__L_c
ADNUC_num2,0.0,3.2.2.8,2123.8358035886654,0.0,adn_c + h2o_c --> ade_c + rib__D_c
ADNUC_num3,0.0,3.2.2.8,1810.1897762996523,0.0,adn_c + h2o_c --> ade_c + rib__D_c
ALCD19_num2,0.0,1.1.1.1,,,glyald_c + h_c + nadh_c --> glyc_c + nad_c
ALCD19_num3,0.0,1.1.1.1,87308.88512316892,0.0,glyald_c + h_c + nadh_c --> glyc_c + nad_c
ARAI_num2,0.0,5.3.1.4,9815.019160416763,0.0,arab__L_c --> rbl__L_c
FFSD_num2,0.0,3.2.1.26,21237223.206602275,0.0,h2o_c + suc6p_c --> fru_c + g6p_c
GNK_num2,0.0,2.7.1.12,629.3910546133596,0.0,atp_c + glcn_c --> 6pgc_c + adp_c + h_c
HPYRI_num2,0.0,5.3.1.22,,,hpyr_c --> 2h3oppan_c
MCITL2_num2,0.0,4.1.3.30,1709.8750493818634,0.0,micit_c --> pyr_c + succ_c
MSDH_num2,0.0,1.2.1.27,269.795427291259,0.0,2mop_c + coa_c + h2o_c + nad_c --> hco3_c + nadh_c + ppcoa_c
PGLYCP_num2,0.0,3.1.3.18,3272.235743659683,0.0,2pglyc_c + h2o_c --> glyclt_c + pi_c
PMANM_num2,0.0,5.4.2.8,1829.2615934594608,0.0,man1p_c --> man6p_c
RBK_num2,0.0,2.7.1.15,998.9679229486724,0.0,atp_c + rib__D_c --> adp_c + h_c + r5p_c
UDPGPpp_num2,0.0,3.6.1.45,21103.66193207946,0.0,h2o_c + udpg_c --> g1p_c + 2.0 h_c + ump_c
MCITD_num2,0.0,4.2.1.79,,,2mcit_c --> 2mcacn_c + h2o_c
MCITD_num3,0.0,4.2.1.79,,,2mcit_c --> 2mcacn_c + h2o_c
ME1_num2,0.0,1.1.1.38,7940.843096892117,0.0,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c
AMPTASEPG_num2,0.0,3.4.11.2,16308.117462535169,0.0,h2o_c + progly_c --> gly_c + pro__L_c
SPMDAT2_num2,0.0,2.3.1.57,424.9085020716192,0.0,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c
SPMDAT2_num3,0.0,2.3.1.57,400.1960263087992,0.0,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c
SPMDAT2_num4,0.0,2.3.1.57,412.87611294923965,0.0,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c
SPMDAT2_num5,0.0,2.3.1.57,,,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c
SPMDAT2_num6,0.0,2.3.1.57,729.7752041405528,0.0,accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c
SSALy_num2,0.0,1.2.1.16,360.6219384975177,0.0,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c
SSALy_num3,0.0,1.2.1.16,307.81873711915637,0.0,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c
3OAS100_num2,0.0,2.3.1.41,8.449565954573,0.0,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c
3OAS100_num3,0.0,2.3.1.41,9.424238599416222,0.0,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c
3OAS120_num2,0.0,2.3.1.41,8.449565954573,0.0,dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c
3OAS120_num3,0.0,2.3.1.41,9.424238599416222,0.0,dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c
3OAS121_num2,0.0,,365900.7794129095,0.0,cdec3eACP_c + h_c + malACP_c --> 3ocddec5eACP_c + ACP_c + co2_c
3OAS121_num3,0.0,,408108.09305930615,0.0,cdec3eACP_c + h_c + malACP_c --> 3ocddec5eACP_c + ACP_c + co2_c
3OAS140_num2,0.0,2.3.1.41,8.449565954573,0.0,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c
3OAS140_num3,0.0,2.3.1.41,9.424238599416222,0.0,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c
3OAS141_num2,0.0,,365900.7794129095,0.0,cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c
3OAS141_num3,0.0,,408108.09305930615,0.0,cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c
3OAS160_num2,0.0,,365900.7794129095,0.0,h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c
3OAS160_num3,0.0,,408108.09305930615,0.0,h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c
3OAS161_num2,0.0,,365900.7794129095,0.0,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c
3OAS161_num3,0.0,,408108.09305930615,0.0,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c
3OAS180_num2,0.0,,365900.7794129095,0.0,h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c
3OAS180_num3,0.0,,408108.09305930615,0.0,h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c
3OAS181_num2,0.0,,365900.7794129095,0.0,h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + ACP_c + co2_c
3OAS181_num3,0.0,,408108.09305930615,0.0,h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + ACP_c + co2_c
3OAS60_num2,0.0,2.3.1.41,8.449565954573,0.0,butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c
3OAS60_num3,0.0,2.3.1.41,9.424238599416222,0.0,butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c
3OAS80_num2,0.0,,365900.7794129095,0.0,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c
3OAS80_num3,0.0,,408108.09305930615,0.0,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c
AACPS1_num2,0.0,,365900.7794129095,0.0,ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c
AACPS1_num3,0.0,,408108.09305930615,0.0,ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c
AACPS2_num2,0.0,,365900.7794129095,0.0,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c
AACPS2_num3,0.0,,408108.09305930615,0.0,ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c
AACPS3_num2,0.0,,365900.7794129095,0.0,ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c
AACPS3_num3,0.0,,408108.09305930615,0.0,ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c
AACPS4_num2,0.0,,365900.7794129095,0.0,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c
AACPS4_num3,0.0,,408108.09305930615,0.0,ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c
AACPS5_num2,0.0,,365900.7794129095,0.0,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c
AACPS5_num3,0.0,,408108.09305930615,0.0,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c
AACPS6_num2,0.0,,365900.7794129095,0.0,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c
AACPS6_num3,0.0,,408108.09305930615,0.0,ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c
AACPS7_num2,0.0,,365900.7794129095,0.0,ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c
AACPS7_num3,0.0,,408108.09305930615,0.0,ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c
AACPS8_num2,0.0,6.2.1.20,0.7912637014315853,0.0,ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c
AACPS8_num3,0.0,6.2.1.20,0.8825373939252651,0.0,ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c
AACPS9_num2,0.0,6.2.1.20,0.7912637014315853,0.0,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c
AACPS9_num3,0.0,6.2.1.20,0.8825373939252651,0.0,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c
FA100ACPHi_num2,0.0,3.1.2.14,325.9520606193914,0.0,dcaACP_c + h2o_c --> ACP_c + dca_c + h_c
FA120ACPHi_num2,0.0,3.1.2.14,325.9520606193914,0.0,ddcaACP_c + h2o_c --> ACP_c + ddca_c + h_c
FA140ACPHi_num2,0.0,3.1.2.14,325.9520606193914,0.0,h2o_c + myrsACP_c --> ACP_c + h_c + ttdca_c
FA141ACPHi_num2,0.0,3.1.2.14,325.9520606193914,0.0,h2o_c + tdeACP_c --> ACP_c + h_c + ttdcea_c
FA160ACPHi_num2,0.0,3.1.2.14,325.9520606193914,0.0,h2o_c + palmACP_c --> ACP_c + h_c + hdca_c
FA161ACPHi_num2,0.0,3.1.2.14,325.9520606193914,0.0,h2o_c + hdeACP_c --> ACP_c + h_c + hdcea_c
FA80ACPHi_num2,0.0,3.1.2.14,325.9520606193914,0.0,h2o_c + ocACP_c --> ACP_c + h_c + octa_c
FACOAL100t2pp_num2,0.0,6.2.1.3,,,atp_c + coa_c + dca_e + h_e --> amp_c + dcacoa_c + h_c + ppi_c
FACOAL120t2pp_num2,0.0,6.2.1.3,,,atp_c + coa_c + ddca_e + h_e --> amp_c + ddcacoa_c + h_c + ppi_c
FACOAL140t2pp_num2,0.0,6.2.1.3,,,atp_c + coa_c + h_e + ttdca_e --> amp_c + h_c + ppi_c + tdcoa_c
FACOAL141t2pp_num2,0.0,6.2.1.3,,,atp_c + coa_c + h_e + ttdcea_e --> amp_c + h_c + ppi_c + tdecoa_c
FACOAL160t2pp_num2,0.0,6.2.1.3,,,atp_c + coa_c + h_e + hdca_e --> amp_c + h_c + pmtcoa_c + ppi_c
FACOAL161t2pp_num2,0.0,6.2.1.3,,,atp_c + coa_c + h_e + hdcea_e --> amp_c + h_c + hdcoa_c + ppi_c
FACOAL180t2pp_num2,0.0,6.2.1.3,,,atp_c + coa_c + h_e + ocdca_e --> amp_c + h_c + ppi_c + stcoa_c
FACOAL181t2pp_num2,0.0,6.2.1.3,,,atp_c + coa_c + h_e + ocdcea_e --> amp_c + h_c + odecoa_c + ppi_c
FACOAL60t2pp_num2,0.0,6.2.1.3,,,atp_c + coa_c + h_e + hxa_e --> amp_c + h_c + hxcoa_c + ppi_c
FACOAL80t2pp_num2,0.0,6.2.1.3,,,atp_c + coa_c + h_e + octa_e --> amp_c + h_c + occoa_c + ppi_c
MI1PP_num2,0.0,3.1.3.25,13374.283988513862,0.0,h2o_c + mi1p__D_c --> inost_c + pi_c
TDPGDH_num2,0.0,4.2.1.46,6796.730832634768,0.0,dtdpglu_c --> dtdp4d6dg_c + h2o_c
TDPGDH_num3,0.0,4.2.1.46,4337.397870682423,0.0,dtdpglu_c --> dtdp4d6dg_c + h2o_c
UAGCVT_num2,0.042669544496955654,2.5.1.7,48.84665322145202,0.0008735407992745845,pep_c + uacgam_c --> pi_c + uaccg_c
UAMDH_num2,0.0,1.3.1.98,2796.6024426430354,0.0,h_c + nadph_c + uaccg_c --> nadp_c + uamr_c
UDPGD_num2,0.0,1.1.1.22,680.9903034999572,0.0,h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c
GALUi_num2,0.03895548176450494,2.7.7.9,11775.964387039492,3.308050235561085e-06,g1p_c + h_c + utp_c --> ppi_c + udpg_c
CS_num2,0.0,2.3.3.1,1271.7012241760206,0.0,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c
ACPS1_num2,0.0,2.7.8.7,19.048926953815783,0.0,apoACP_c + coa_c --> ACP_c + h_c + pap_c
ACPS1_num3,0.0,2.7.8.7,21.24625497223933,0.0,apoACP_c + coa_c --> ACP_c + h_c + pap_c
BMOCOS_num2,0.0,,602885.0824148039,0.0,moco_c + mptamp_c --> amp_c + bmoco_c + cu2_c
BMOCOS_num3,0.0,,633646.6982599155,0.0,moco_c + mptamp_c --> amp_c + bmoco_c + cu2_c
BWCOS_num2,0.0,,602885.0824148039,0.0,mptamp_c + wco_c --> amp_c + bwco_c + cu2_c
BWCOS_num3,0.0,,633646.6982599155,0.0,mptamp_c + wco_c --> amp_c + bwco_c + cu2_c
CPMPS_num2,0.0,4.1.99.18,,,gtp_c + h2o_c --> cpmp_c + ppi_c
DHPPDA2_num2,0.0,3.5.4.26,884.3899293950524,0.0,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c
DHPS2_num2,0.0,2.5.1.15,9554.938762293325,0.0,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c
DMATT_num2,2.9406696271211537e-05,2.5.1.1,60.51311264614522,4.859557703331063e-07,dmpp_c + ipdp_c --> grdp_c + ppi_c
GRTT_num2,0.0,2.5.1.10,597.0613139906184,0.0,grdp_c + ipdp_c --> frdp_c + ppi_c
GTPDPDP_num2,0.0,3.6.1.40,1155.4533520241155,0.0,gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c
MOCOS_num2,0.0,,602885.0824148039,0.0,2.0 h_c + mobd_c + mptamp_c --> amp_c + cu2_c + h2o_c + moco_c
MOCOS_num3,0.0,,633646.6982599155,0.0,2.0 h_c + mobd_c + mptamp_c --> amp_c + cu2_c + h2o_c + moco_c
MSDHD_num2,0.0,1.2.1.18,,,coa_c + msa_c + nad_c --> accoa_c + co2_c + nadh_c
NADDP_num2,0.0,3.6.1.22,5264.921893280894,0.0,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c
NADPPPS_num2,0.0,,688021.7708294265,0.0,h2o_c + nadp_c --> nad_c + pi_c
